,customer,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class
608,BJ22117,Washington,5133,Master,M,53390,64,0,Personal Auto,278,Four-Door Car
609,UQ60825,California,9369,College,F,99185,115,0,Corporate Auto,449,SUV
610,ZZ89380,Oregon,3196,Bachelor,F,62815,80,0,Special Auto,47,Two-Door Car
611,LU87443,Oregon,4720,College,F,26277,61,0,Personal Auto,292,Four-Door Car
612,DG33206,Washington,8861,Doctor,F,41854,110,0,Personal Auto,481,Four-Door Car
613,AB98823,Arizona,6032,College,M,0,86,0,Personal Auto,412,Two-Door Car
614,MS34991,Arizona,6832,High School or Below,M,66627,85,0,Personal Auto,733,Four-Door Car
615,EE53627,Oregon,2242,High School or Below,M,12131,64,1,Personal Auto,251,Four-Door Car
616,XY39691,Arizona,4157,High School or Below,F,0,110,0,Personal Auto,528,SUV
617,ZU96776,California,6189,Bachelor,M,0,90,0,Personal Auto,648,Two-Door Car
618,FF84784,California,5643,College,M,33317,72,1,Personal Auto,345,Two-Door Car
619,QT90140,Arizona,5332,Doctor,F,68931,66,0,Personal Auto,309,Four-Door Car
620,TO71844,Oregon,2121,College,M,0,67,1,Personal Auto,321,Four-Door Car
621,HV69023,California,8281,High School or Below,F,19189,108,0,Personal Auto,518,SUV
622,RE32481,California,7835,Master,F,49390,195,0,Personal Auto,738,Luxury Car
623,CA79988,Oregon,2552,College,M,33124,67,0,Personal Auto,80,Four-Door Car
624,DO48071,California,2795,College,F,40516,70,0,Personal Auto,137,Two-Door Car
625,MW48891,Washington,8007,High School or Below,F,0,112,0,Personal Auto,537,Sports Car
626,JC37277,Oregon,6886,College,M,34615,87,0,Personal Auto,417,Four-Door Car
627,YU80673,California,5106,College,F,29894,72,4,Personal Auto,16,Four-Door Car
628,BV69462,Oregon,5612,Bachelor,F,0,79,0,Corporate Auto,379,Two-Door Car
629,DW86238,Washington,5658,High School or Below,M,0,84,0,Personal Auto,847,Four-Door Car
630,BQ51616,Oregon,7263,High School or Below,F,86732,180,0,Personal Auto,204,Luxury SUV
631,XX89213,Nevada,8712,Master,F,68516,216,0,Corporate Auto,95,Luxury SUV
632,JC96695,California,9198,Doctor,M,31562,115,0,Personal Auto,552,SUV
633,RN55306,Oregon,5162,High School or Below,F,0,74,0,Personal Auto,582,Four-Door Car
634,WH36609,Arizona,6289,Bachelor,F,24477,79,0,Personal Auto,379,Four-Door Car
635,UO43395,Oregon,3649,Master,M,0,100,0,Personal Auto,480,SUV
636,DS32060,California,6766,College,M,20046,87,0,Personal Auto,417,Two-Door Car
637,LK51056,Arizona,4631,Bachelor,M,78152,114,0,Corporate Auto,547,SUV
638,PX71218,Arizona,6810,Bachelor,M,0,65,0,Personal Auto,733,Four-Door Car
639,NS19456,Oregon,9378,College,F,36067,117,0,Personal Auto,561,Sports Car
640,MR60878,Oregon,15762,Bachelor,F,44362,66,0,Corporate Auto,142,Four-Door Car
641,MB32944,Nevada,2635,Master,M,77350,66,0,Personal Auto,316,Four-Door Car
642,FE70473,Oregon,5741,College,F,86641,71,0,Personal Auto,161,Two-Door Car
643,XB64251,Oregon,8414,College,M,72258,105,0,Personal Auto,12,SUV
644,WI38796,Oregon,9123,Bachelor,M,70737,114,0,Corporate Auto,741,SUV
645,KS12294,California,15994,Bachelor,M,0,159,0,Personal Auto,1410,SUV
646,US89453,California,9022,College,M,0,125,0,Personal Auto,988,SUV
647,XK39439,California,4759,College,M,0,81,3,Personal Auto,388,Four-Door Car
648,VJ71087,Arizona,3993,Bachelor,M,17672,110,0,Personal Auto,792,SUV
649,FM54600,Washington,18853,High School or Below,F,0,173,0,Corporate Auto,1245,SUV
650,UV43859,Oregon,8840,High School or Below,F,47297,115,4,Personal Auto,796,SUV
651,JP28293,California,6696,Doctor,F,57240,83,0,Corporate Auto,83,Four-Door Car
652,UV48189,California,8476,Bachelor,M,28181,109,0,Personal Auto,523,SUV
653,ZA34848,Arizona,5205,Bachelor,F,31275,66,0,Personal Auto,316,Two-Door Car
654,FA57012,California,6141,College,M,0,182,0,Special Auto,1310,Luxury Car
655,GU82757,California,4376,Bachelor,F,63774,111,0,Corporate Auto,60,Four-Door Car
656,KW12214,Oregon,12375,High School or Below,M,78441,103,0,Personal Auto,613,SUV
657,EG97649,Oregon,3451,College,F,0,104,2,Personal Auto,499,SUV
658,YB42706,Nevada,8107,College,M,0,76,0,Corporate Auto,364,Two-Door Car
659,WV74449,Washington,8662,College,F,0,117,0,Personal Auto,511,SUV
660,AZ77669,Oregon,8696,High School or Below,M,91423,109,1,Personal Auto,435,SUV
661,FM25704,Oregon,2535,Bachelor,M,86933,63,0,Corporate Auto,269,Two-Door Car
662,UR34922,California,5633,Doctor,M,65255,72,2,Personal Auto,321,Four-Door Car
663,RA17555,Oregon,5176,High School or Below,M,41533,65,0,Corporate Auto,232,Four-Door Car
664,AW71157,California,5531,College,M,50097,71,0,Personal Auto,17,Four-Door Car
665,IN91592,California,2810,Bachelor,F,73858,72,3,Personal Auto,422,Four-Door Car
666,WX37953,Oregon,2780,College,F,94943,69,0,Personal Auto,387,Four-Door Car
667,NL85206,California,2572,College,F,72685,68,5,Personal Auto,14,Four-Door Car
668,PR23514,California,7664,College,M,60184,199,1,Personal Auto,161,Luxury SUV
669,XZ23352,California,3839,High School or Below,F,0,106,0,Corporate Auto,763,SUV
670,MX80067,California,2509,High School or Below,M,74045,64,0,Personal Auto,307,Four-Door Car
671,HR10835,Nevada,14566,High School or Below,M,52564,122,0,Personal Auto,42,SUV
672,FR15942,Washington,3220,Bachelor,M,19098,87,0,Personal Auto,417,Two-Door Car
673,GX22886,Arizona,3199,College,M,78784,80,0,Personal Auto,239,Four-Door Car
674,HQ70429,Washington,16045,College,F,0,65,0,Personal Auto,163,Two-Door Car
675,YT84266,Oregon,4918,College,M,29256,63,0,Personal Auto,302,Four-Door Car
676,GH48715,Arizona,5623,High School or Below,F,77912,71,1,Corporate Auto,23,Four-Door Car
677,BN46866,Oregon,5677,College,M,45345,72,0,Personal Auto,99,Four-Door Car
678,CG94611,Oregon,3016,College,M,25630,86,0,Corporate Auto,412,Two-Door Car
679,GK94889,California,5279,College,M,22280,68,0,Personal Auto,169,Four-Door Car
680,QN62538,Nevada,4803,High School or Below,M,0,69,0,Corporate Auto,496,Four-Door Car
681,UQ13133,Nevada,2608,Master,M,61567,65,0,Personal Auto,39,Four-Door Car
682,DI65961,Arizona,7832,High School or Below,M,34644,66,0,Personal Auto,316,Four-Door Car
683,WQ85760,California,4260,College,M,26991,119,0,Corporate Auto,856,SUV
684,No35621,Arizona,2369,Bachelor,M,49746,61,0,Personal Auto,624,Two-Door Car
685,IA11644,California,20604,High School or Below,M,0,72,1,Special Auto,723,Two-Door Car
686,TV53243,Arizona,2652,College,F,49625,66,0,Corporate Auto,261,Two-Door Car
687,WV53081,Arizona,2597,College,F,49308,65,0,Corporate Auto,150,Four-Door Car
688,LL57541,California,7712,Master,F,63624,95,0,Personal Auto,175,Four-Door Car
689,RP27249,Oregon,4698,Master,F,80358,116,0,Personal Auto,443,SUV
690,OT85112,Washington,3403,College,M,38460,88,1,Personal Auto,91,Four-Door Car
691,GV47847,California,4355,High School or Below,M,0,64,0,Personal Auto,460,Two-Door Car
692,BB48165,California,11095,Bachelor,F,0,101,0,Personal Auto,727,SUV
693,HH80006,Oregon,3300,High School or Below,F,0,92,0,Personal Auto,711,Four-Door Car
694,TH70115,California,6981,College,M,34835,89,2,Personal Auto,294,Two-Door Car
695,WE64781,Oregon,16922,Bachelor,F,93836,139,0,Corporate Auto,497,Sports Car
696,KN27565,Oregon,7639,Master,M,34075,196,0,Special Auto,451,Luxury SUV
697,LE85123,Oregon,19237,Bachelor,M,35624,66,2,Personal Auto,227,Four-Door Car
698,QF76244,Oregon,2915,Doctor,F,83218,72,0,Personal Auto,245,Four-Door Car
699,PU73561,Arizona,4196,Bachelor,F,24641,105,0,Personal Auto,504,SUV
700,HM38744,Oregon,16473,Bachelor,M,22828,106,0,Corporate Auto,508,SUV
701,ST59524,Oregon,2657,College,M,0,71,0,Personal Auto,340,Four-Door Car
702,EZ77297,California,3267,Master,M,28729,90,3,Personal Auto,338,Four-Door Car
703,DR84843,Arizona,2584,Bachelor,M,72731,65,0,Personal Auto,125,Four-Door Car
704,MV54498,California,5503,College,F,59932,71,1,Personal Auto,116,Four-Door Car
705,EM85557,Washington,8021,College,F,54292,67,0,Personal Auto,321,Four-Door Car
706,FY73682,California,19606,Bachelor,M,0,194,0,Personal Auto,931,Luxury SUV
707,XT54610,California,1904,Bachelor,F,0,63,3,Personal Auto,302,Four-Door Car
708,CE16324,Nevada,7288,College,F,59414,91,0,Personal Auto,340,Two-Door Car
709,KX75698,Oregon,5553,High School or Below,M,96587,138,0,Personal Auto,749,SUV
710,UV82770,California,11702,Bachelor,M,0,111,0,Personal Auto,532,SUV
711,MX95450,Oregon,36897,College,F,0,133,0,Personal Auto,638,SUV
712,XF96605,California,2957,College,M,94362,74,0,Personal Auto,195,Two-Door Car
713,WQ75856,Oregon,19643,Bachelor,F,84488,61,0,Personal Auto,208,Four-Door Car
714,JG35886,California,4111,College,F,65085,103,0,Personal Auto,480,Four-Door Car
715,XY66810,California,15122,Bachelor,F,0,72,0,Personal Auto,518,Two-Door Car
716,ON50913,California,12807,College,F,0,69,0,Special Auto,450,Four-Door Car
717,LS59408,Arizona,2500,High School or Below,M,0,67,0,Personal Auto,664,Four-Door Car
718,XQ14689,Nevada,4260,College,M,0,62,0,Personal Auto,446,Four-Door Car
719,QF55724,California,2609,Bachelor,M,60798,66,0,Personal Auto,316,Four-Door Car
720,FD79560,Arizona,10796,High School or Below,F,30761,69,2,Special Auto,331,Two-Door Car
721,KM18818,Arizona,2590,College,F,25981,65,0,Personal Auto,77,Two-Door Car
722,XA28126,California,29199,Bachelor,M,67739,149,0,Personal Auto,270,SUV
723,LJ93770,Arizona,4194,Doctor,F,25581,105,0,Personal Auto,429,SUV
724,MK52711,California,10314,High School or Below,F,99759,65,3,Personal Auto,74,Two-Door Car
725,AZ68184,Washington,9028,High School or Below,M,76514,112,0,Personal Auto,573,SUV
726,NN52789,Arizona,3954,Bachelor,M,18375,103,0,Personal Auto,535,Sports Car
727,XC68458,California,6089,Bachelor,M,21832,84,0,Personal Auto,403,Four-Door Car
728,AF49027,Arizona,12827,College,F,0,117,0,Personal Auto,842,Two-Door Car
729,PR22184,California,9135,College,F,95330,113,0,Corporate Auto,542,Sports Car
730,GM98732,California,7902,College,F,0,106,0,Personal Auto,634,SUV
731,NP66209,California,14827,College,F,0,68,2,Personal Auto,326,Two-Door Car
732,GA46608,Oregon,2500,Bachelor,M,25899,63,0,Personal Auto,302,Four-Door Car
733,FZ79470,Arizona,5395,Bachelor,F,0,74,0,Personal Auto,355,Four-Door Car
734,KR10942,Oregon,2651,Bachelor,F,33201,66,0,Personal Auto,314,Two-Door Car
735,AW86033,California,2119,College,M,18287,61,4,Personal Auto,292,Two-Door Car
736,LM79063,Arizona,7155,Doctor,F,76506,89,0,Personal Auto,427,Two-Door Car
737,NB30963,California,5994,High School or Below,M,41859,76,0,Personal Auto,166,Two-Door Car
738,AO40386,Oregon,22647,College,M,27504,91,0,Personal Auto,436,Four-Door Car
739,BN74259,Arizona,2833,High School or Below,M,45360,73,0,Corporate Auto,350,Four-Door Car
740,XV69290,California,22332,College,M,49078,97,0,Corporate Auto,484,Four-Door Car
741,RE97741,California,5846,High School or Below,M,0,90,2,Personal Auto,648,Four-Door Car
742,HN69035,Arizona,2867,College,F,91810,71,0,Corporate Auto,165,Four-Door Car
743,SI48717,Oregon,14435,College,M,70600,122,1,Personal Auto,636,SUV
744,PJ67250,Arizona,5237,College,F,33554,131,0,Special Auto,934,SUV
745,SH85263,California,7710,Bachelor,M,77642,64,0,Personal Auto,282,Two-Door Car
746,WV37081,California,5158,College,M,25963,66,0,Personal Auto,298,Four-Door Car
747,No61408,California,5414,Bachelor,F,57452,136,1,Personal Auto,652,SUV
748,DE91458,Washington,2903,Master,F,0,77,0,Personal Auto,491,Four-Door Car
749,EP83939,Arizona,5575,High School or Below,M,91416,69,0,Personal Auto,109,Four-Door Car
750,IU17657,California,2616,Bachelor,M,22000,69,0,Personal Auto,383,Two-Door Car
751,EO95166,Oregon,4617,Bachelor,M,41167,118,0,Personal Auto,554,Four-Door Car
752,KX79225,Oregon,20123,High School or Below,M,0,70,0,Personal Auto,504,Four-Door Car
753,EZ60033,California,3200,Bachelor,F,0,86,0,Corporate Auto,412,Four-Door Car
754,KK58047,Oregon,8583,College,M,53944,71,0,Personal Auto,340,Two-Door Car
755,JW62354,Nevada,4349,College,F,75648,108,0,Personal Auto,112,SUV
756,TT18939,California,4729,Bachelor,M,29414,64,0,Personal Auto,71,Four-Door Car
757,IJ21010,Arizona,5015,Bachelor,F,48567,130,0,Personal Auto,624,SUV
758,PZ31902,Arizona,5797,Bachelor,F,69276,74,2,Personal Auto,201,Two-Door Car
759,WD88540,California,3475,High School or Below,M,0,96,0,Personal Auto,460,Two-Door Car
760,IL67915,Arizona,8542,College,F,50117,107,0,Corporate Auto,462,Four-Door Car
761,VQ76590,Arizona,16473,Bachelor,M,22828,106,0,Personal Auto,508,SUV
762,FJ60600,Oregon,6776,High School or Below,F,0,96,0,Personal Auto,818,Four-Door Car
763,MP53132,Oregon,9713,High School or Below,F,0,136,0,Corporate Auto,979,SUV
764,XP96549,Oregon,4429,High School or Below,F,20868,112,0,Personal Auto,537,SUV
765,VC34797,California,2435,Bachelor,F,40921,62,2,Corporate Auto,10,Four-Door Car
766,QV30663,Nevada,9863,Master,F,99654,121,0,Personal Auto,272,SUV
767,AK90865,Oregon,8207,High School or Below,F,0,110,0,Special Auto,686,Sports Car
768,BX51438,Arizona,2781,Bachelor,M,56218,72,2,Personal Auto,302,Four-Door Car
769,DU38713,Arizona,5807,High School or Below,F,70717,72,0,Personal Auto,37,Two-Door Car
770,WQ13284,California,8395,College,M,62989,71,1,Personal Auto,319,Four-Door Car
771,JB36584,Arizona,14333,Master,M,41459,71,0,Personal Auto,340,Four-Door Car
772,WQ23548,California,11003,Master,F,0,102,1,Personal Auto,489,SUV
773,WZ98067,Oregon,4049,College,M,42512,105,1,Personal Auto,77,Four-Door Car
774,AQ11656,Arizona,2141,Bachelor,M,0,61,0,Personal Auto,437,Four-Door Car
775,KL14426,Nevada,5079,Doctor,F,83288,124,0,Personal Auto,353,SUV
776,PG48617,California,2895,High School or Below,M,46267,72,0,Personal Auto,231,Four-Door Car
777,QB24570,Oregon,9031,Master,F,0,122,0,Corporate Auto,650,Sports Car
778,NI68379,Oregon,6554,Master,M,74424,81,0,Personal Auto,388,Four-Door Car
779,RS92763,Oregon,7487,College,F,0,72,0,Personal Auto,693,Four-Door Car
780,PA75237,Nevada,15118,Doctor,M,58883,62,0,Corporate Auto,432,Two-Door Car
781,LR35392,Oregon,9007,High School or Below,M,41539,116,0,Personal Auto,556,Four-Door Car
782,KC22636,California,5488,High School or Below,F,33881,68,0,Personal Auto,65,Four-Door Car
783,IJ98317,California,7234,Bachelor,F,86448,90,0,Personal Auto,59,Four-Door Car
784,DY49235,Arizona,5205,College,F,25237,69,0,Personal Auto,378,Four-Door Car
785,EG94409,Nevada,4697,High School or Below,F,0,67,0,Special Auto,482,Four-Door Car
786,GB59748,Arizona,6207,College,F,49419,77,0,Personal Auto,203,Four-Door Car
787,MP68135,Oregon,6615,College,M,90414,83,1,Personal Auto,398,Four-Door Car
788,CZ56843,California,9708,College,M,39930,86,1,Personal Auto,412,Four-Door Car
789,DJ47372,California,10831,Doctor,M,23202,96,0,Personal Auto,460,Four-Door Car
790,XZ51937,California,4626,Master,F,79487,114,0,Personal Auto,547,SUV
791,IZ27630,Oregon,6748,Master,M,68423,85,0,Personal Auto,324,Two-Door Car
792,IM14119,Arizona,2542,Bachelor,F,84495,63,0,Special Auto,302,Two-Door Car
793,PN53766,California,5450,Doctor,M,43091,69,1,Corporate Auto,330,Four-Door Car
794,DQ93036,Arizona,7243,High School or Below,M,41951,91,0,Personal Auto,40,Four-Door Car
795,WA70405,Nevada,8306,College,M,89834,105,0,Personal Auto,504,SUV
796,NF51705,Nevada,2734,High School or Below,M,92157,69,0,Corporate Auto,270,Two-Door Car
797,LR37068,Oregon,11030,College,F,35773,93,0,Personal Auto,446,Four-Door Car
798,EC18611,Nevada,3402,High School or Below,M,0,99,0,Personal Auto,475,Two-Door Car
799,NP88319,Oregon,6945,High School or Below,F,15850,61,0,Corporate Auto,314,Two-Door Car
800,AA11235,Nevada,2568,Bachelor,F,11167,73,3,Personal Auto,350,Two-Door Car
801,DL55489,Oregon,5764,High School or Below,M,21195,72,0,Corporate Auto,345,Four-Door Car
802,UU53919,Oregon,5403,Master,F,27430,68,0,Personal Auto,184,Two-Door Car
803,JI11950,California,4899,High School or Below,F,0,63,0,Personal Auto,302,Two-Door Car
804,QB82117,Oregon,9048,High School or Below,M,0,119,0,Personal Auto,571,Sports Car
805,MR33456,Washington,8093,High School or Below,M,59839,107,2,Personal Auto,513,SUV
806,YN17362,California,2496,College,M,0,73,0,Corporate Auto,350,Two-Door Car
807,UR73910,California,2602,College,M,38166,67,1,Corporate Auto,236,Four-Door Car
808,KG63751,Washington,6751,High School or Below,M,0,95,0,Personal Auto,456,Four-Door Car
809,NK39001,Oregon,3621,Bachelor,F,13457,94,0,Personal Auto,285,Two-Door Car
810,HR85493,California,6896,College,M,0,68,0,Personal Auto,326,Two-Door Car
811,QC50643,California,5438,Bachelor,F,52721,136,0,Personal Auto,550,SUV
812,LO90345,Oregon,14472,College,F,22012,185,0,Corporate Auto,75,Luxury SUV
813,WK64739,Arizona,2359,Bachelor,F,19864,63,0,Corporate Auto,352,Four-Door Car
814,QK88438,Arizona,5323,College,F,55289,67,0,Personal Auto,134,Four-Door Car
815,QX42433,California,7390,College,M,30449,92,0,Personal Auto,501,Four-Door Car
816,BH52611,California,11447,Bachelor,F,27362,144,0,Personal Auto,422,SUV
817,SA77508,Oregon,5754,High School or Below,F,29460,72,0,Personal Auto,29,Four-Door Car
818,HD99234,Oregon,10244,College,F,0,94,0,Personal Auto,451,Four-Door Car
819,DE37110,California,4645,Master,M,42532,118,0,Personal Auto,200,Sports Car
820,DJ93289,California,4887,High School or Below,F,66707,61,0,Personal Auto,71,Two-Door Car
821,AC40767,Washington,2497,Bachelor,M,68041,64,0,Personal Auto,165,Two-Door Car
822,GA79817,Arizona,2369,Bachelor,M,0,65,0,Corporate Auto,468,Four-Door Car
823,QH62059,California,4490,Bachelor,M,0,64,1,Personal Auto,307,Four-Door Car
824,ZS35053,Arizona,3719,High School or Below,M,40968,97,1,Personal Auto,465,Four-Door Car
825,II37804,Nevada,4198,Bachelor,M,39913,106,0,Personal Auto,344,SUV
826,GE63585,California,2420,Bachelor,M,31710,62,0,Corporate Auto,199,Two-Door Car
827,UV86903,California,4462,Bachelor,F,0,73,3,Personal Auto,350,Two-Door Car
828,JL71713,California,6291,Bachelor,F,89113,78,0,Personal Auto,219,Four-Door Car
829,DO60145,Arizona,4270,College,M,0,122,0,Personal Auto,725,SUV
830,FC59209,California,2460,Bachelor,F,0,67,0,Personal Auto,321,Four-Door Car
831,XQ74827,Arizona,19435,High School or Below,F,38688,249,0,Special Auto,2294,Luxury Car
832,EY13576,Oregon,7374,College,F,0,110,4,Personal Auto,528,SUV
833,US82810,California,18269,Bachelor,F,0,127,0,Corporate Auto,609,SUV
834,RC61383,Oregon,11925,High School or Below,M,28014,104,0,Personal Auto,631,SUV
835,PO80505,Nevada,4223,College,F,14170,109,0,Personal Auto,523,SUV
836,MD17521,Oregon,10298,High School or Below,M,64825,129,0,Personal Auto,359,SUV
837,YV93921,California,5229,Bachelor,M,77357,67,0,Personal Auto,29,Four-Door Car
838,JP64518,Nevada,2402,Bachelor,M,21629,62,0,Corporate Auto,298,Two-Door Car
839,OI98135,Washington,3933,High School or Below,M,25927,103,0,Personal Auto,674,SUV
840,XS97845,Oregon,4299,College,M,44388,113,1,Personal Auto,496,Four-Door Car
841,DL20327,Oregon,7635,College,F,54539,63,0,Personal Auto,287,Four-Door Car
842,GD86131,California,2722,College,F,17576,71,0,Corporate Auto,398,Four-Door Car
843,ID21061,Arizona,7291,Master,F,84629,90,0,Personal Auto,411,Four-Door Car
844,EN65835,Arizona,58753,Bachelor,F,24964,185,0,Personal Auto,888,SUV
845,BE65350,Oregon,5261,High School or Below,F,43573,66,0,Personal Auto,409,Two-Door Car
846,GI82721,Arizona,16938,College,F,0,69,0,Corporate Auto,340,Four-Door Car
847,YR84813,Oregon,10575,College,M,0,105,0,Special Auto,756,Four-Door Car
848,JZ28301,Oregon,5552,College,F,35011,70,0,Personal Auto,215,Four-Door Car
849,HL40930,Oregon,7150,Bachelor,M,63651,92,0,Personal Auto,224,Four-Door Car
850,HL33607,Washington,8717,College,M,83846,74,3,Personal Auto,355,Four-Door Car
851,WU21638,California,6847,Bachelor,M,0,191,0,Personal Auto,1317,Luxury SUV
852,AG32304,Nevada,5418,College,F,39133,67,0,Personal Auto,90,Four-Door Car
853,JX26859,California,3528,Doctor,M,31278,92,4,Personal Auto,441,Two-Door Car
854,KC75958,California,16468,High School or Below,F,0,63,0,Personal Auto,685,Four-Door Car
855,ZV32968,Oregon,7285,High School or Below,M,44788,61,0,Personal Auto,386,Four-Door Car
856,GU45597,Oregon,16963,Bachelor,F,0,117,0,Corporate Auto,561,SUV
857,SO95845,California,5807,College,F,62447,74,0,Personal Auto,133,Two-Door Car
858,GL32197,Oregon,5068,College,M,31475,64,1,Personal Auto,22,Four-Door Car
859,SC11374,Nevada,8797,College,F,80780,109,0,Corporate Auto,3,SUV
860,RT29777,Oregon,4439,Bachelor,F,88613,111,0,Personal Auto,359,SUV
861,OB73235,California,2404,College,M,45949,62,0,Corporate Auto,110,Two-Door Car
862,MV41462,Arizona,5066,Bachelor,F,35596,64,0,Personal Auto,307,Two-Door Car
863,FM67585,California,5890,High School or Below,M,76875,73,0,Personal Auto,17,Four-Door Car
864,KG57925,California,2410,Bachelor,M,41842,61,0,Corporate Auto,292,Two-Door Car
865,IY24560,California,5288,Bachelor,M,28884,72,1,Corporate Auto,518,Four-Door Car
866,BV33510,Arizona,26413,High School or Below,F,24631,83,1,Personal Auto,398,Four-Door Car
867,XA77673,Nevada,16236,College,F,0,74,2,Personal Auto,680,Four-Door Car
868,XN90861,Arizona,5534,Bachelor,F,71560,69,0,Personal Auto,178,Two-Door Car
869,WS84995,Nevada,9202,Master,M,0,80,0,Personal Auto,384,Four-Door Car
870,ZZ49347,Oregon,2592,High School or Below,M,72421,65,0,Personal Auto,312,Four-Door Car
871,XX85323,Arizona,8019,Master,F,54702,199,0,Personal Auto,955,SUV
872,JO64487,California,6943,High School or Below,F,0,76,5,Special Auto,547,Four-Door Car
873,TO55363,Oregon,13367,High School or Below,F,57335,67,0,Personal Auto,407,Two-Door Car
874,UE67791,Arizona,5885,College,M,0,67,3,Personal Auto,482,Two-Door Car
875,JN69287,California,3479,High School or Below,M,35033,87,0,Personal Auto,490,Two-Door Car
876,AT55072,Arizona,9103,College,M,65733,113,0,Personal Auto,684,Four-Door Car
877,LV34368,California,4813,Bachelor,M,0,69,0,Special Auto,472,Four-Door Car
878,QU40939,Arizona,9575,College,F,0,88,0,Personal Auto,633,Four-Door Car
879,IP94270,Arizona,13736,Master,F,16181,181,0,Personal Auto,1261,SUV
880,KW33804,Nevada,8090,High School or Below,M,86180,69,4,Personal Auto,48,Four-Door Car
881,IA42992,Arizona,8267,High School or Below,M,36881,104,0,Special Auto,499,SUV
882,CZ19025,Oregon,2489,High School or Below,F,47888,64,1,Personal Auto,545,Four-Door Car
883,EN54716,Oregon,2395,Doctor,F,21986,63,0,Personal Auto,333,Two-Door Car
884,UF27940,Washington,3863,College,F,47199,100,3,Corporate Auto,480,SUV
885,QD36118,Oregon,5173,College,F,0,69,0,Personal Auto,331,Four-Door Car
886,XI52305,California,4984,Bachelor,M,86305,62,0,Personal Auto,80,Four-Door Car
887,HZ25580,Washington,2396,High School or Below,F,39062,61,0,Corporate Auto,346,Two-Door Car
888,JY97451,California,2631,College,F,16976,69,0,Personal Auto,238,Four-Door Car
889,US78266,California,6993,High School or Below,F,0,65,2,Corporate Auto,468,Four-Door Car
890,SX25962,Arizona,15055,College,M,83283,193,1,Personal Auto,273,Luxury Car
891,XQ12791,California,3401,High School or Below,M,41972,86,0,Personal Auto,691,Four-Door Car
892,EU59853,California,4126,College,M,34080,107,1,Personal Auto,220,Four-Door Car
893,QR21417,California,4462,Bachelor,F,0,73,3,Corporate Auto,350,Two-Door Car
894,CI27304,California,9320,College,M,40269,81,2,Personal Auto,329,Four-Door Car
895,WJ52097,Oregon,3663,Bachelor,F,61894,91,0,Corporate Auto,436,Four-Door Car
896,FT65961,California,4962,College,F,23300,63,1,Corporate Auto,339,Four-Door Car
897,DP87594,Oregon,2816,Bachelor,F,66023,70,0,Personal Auto,265,Two-Door Car
898,KP96020,Arizona,4330,Bachelor,F,39660,107,0,Corporate Auto,416,Sports Car
899,HQ15974,Nevada,8262,College,F,0,76,1,Personal Auto,32,Four-Door Car
900,VE98553,Oregon,4666,Bachelor,M,60466,117,0,Personal Auto,784,Four-Door Car
901,ME44353,Oregon,5876,College,F,32848,74,0,Personal Auto,250,Four-Door Car
902,AE62631,Oregon,8427,Bachelor,M,20662,72,0,Personal Auto,373,Two-Door Car
903,GX29162,Arizona,13023,High School or Below,F,64985,108,0,Personal Auto,16,Two-Door Car
904,LY69932,Oregon,8209,High School or Below,M,68022,103,0,Personal Auto,494,Sports Car
905,YY74036,California,2464,College,M,72834,65,3,Corporate Auto,91,Four-Door Car
906,DP92488,Washington,2727,Doctor,F,74592,67,0,Personal Auto,321,Two-Door Car
907,FO74055,California,3086,College,F,73938,76,0,Personal Auto,53,Two-Door Car
908,GT97121,California,22067,College,M,15999,83,0,Personal Auto,398,Four-Door Car
909,VF83291,Oregon,4836,College,F,0,69,0,Personal Auto,632,Four-Door Car
910,OU76593,Oregon,6912,College,M,0,96,0,Personal Auto,460,Four-Door Car
911,HO40387,California,2570,Master,M,0,72,3,Personal Auto,345,Two-Door Car
912,GR37045,Nevada,2991,Bachelor,F,0,80,0,Corporate Auto,576,Four-Door Car
913,KZ84621,Nevada,8253,High School or Below,F,62375,103,1,Personal Auto,411,SUV
914,FR82361,Arizona,10477,Doctor,M,61427,88,0,Personal Auto,422,Four-Door Car
915,UM14883,California,16373,High School or Below,M,64396,103,0,Special Auto,355,SUV
916,UX32931,California,5184,College,F,49312,65,1,Corporate Auto,230,Four-Door Car
917,QA68548,California,10634,High School or Below,F,0,61,0,Personal Auto,292,Two-Door Car
918,QV40364,California,15114,High School or Below,F,28513,100,1,Personal Auto,480,SUV
919,TY87896,California,11875,High School or Below,M,0,108,0,Personal Auto,518,SUV
920,CV75841,California,4369,College,M,97321,110,0,Personal Auto,74,Four-Door Car
921,YO62357,California,7432,College,F,58839,65,3,Personal Auto,18,Two-Door Car
922,YN19139,Nevada,2558,High School or Below,M,0,72,0,Corporate Auto,518,Four-Door Car
923,PE63707,Nevada,5452,Bachelor,M,88567,67,0,Personal Auto,321,Four-Door Car
924,NS74173,Nevada,2968,College,M,91646,74,0,Corporate Auto,57,Two-Door Car
925,ZI73222,California,15700,High School or Below,M,0,211,0,Personal Auto,1012,Luxury SUV
926,AC24378,Arizona,7477,High School or Below,F,48552,94,0,Corporate Auto,262,Four-Door Car
927,XR71687,Oregon,9407,Bachelor,M,31485,118,0,Personal Auto,294,SUV
928,GJ70481,Arizona,4428,High School or Below,M,0,64,0,Personal Auto,628,Four-Door Car
929,JI94264,Arizona,10053,College,M,16511,135,0,Personal Auto,972,SUV
